x p rho u E
2.645290581162324517e-01 9.942350268990696183e-01 9.958787623462758143e-01 4.884372667571246218e-03 2.485599495795852043e+00
2.665330661322645178e-01 9.844455383285486416e-01 9.888648162969493338e-01 1.323440606770494819e-02 2.461201420573354781e+00
2.685370741482965840e-01 9.747387860484284516e-01 9.818904452515080372e-01 2.158443946783846629e-02 2.437079909134642008e+00
2.705410821643286501e-01 9.651141865281693821e-01 9.749554815017710263e-01 2.993447286797216653e-02 2.413233502653365559e+00
2.725450901803607162e-01 9.555711595343512332e-01 9.680597578140289761e-01 3.828450626810568636e-02 2.389660750545974821e+00
2.745490981963927823e-01 9.461091281166829070e-01 9.612031074283734489e-01 4.663453966823938313e-02 2.366360210436742051e+00
2.765531062124248485e-01 9.367275185940461268e-01 9.543853640580218789e-01 5.498457306837289948e-02 2.343330448122871612e+00
2.785571142284569146e-01 9.274257605405876737e-01 9.476063618886489959e-01 6.333460646850661013e-02 2.320570037539730013e+00
2.805611222444889807e-01 9.182032867718428193e-01 9.408659355777126976e-01 7.168463986864012649e-02 2.298077560726155877e+00
2.825651302605209914e-01 9.090595333309027248e-01 9.341639202537824760e-01 8.003467326877344856e-02 2.275851607789876940e+00
2.845691382765530575e-01 8.999939394746179211e-01 9.275001515158659560e-01 8.838470666890715921e-02 2.253890776873019863e+00
2.865731462925851236e-01 8.910059476598466421e-01 9.208744654327388757e-01 9.673474006904067557e-02 2.232193674117729287e+00
2.885771543086171897e-01 8.820950035297376868e-01 9.142866985422725135e-01 1.050847734691743723e-01 2.210758913631878819e+00
2.905811623246492559e-01 8.732605559000511386e-01 9.077366878507591164e-01 1.134348068693078887e-01 2.189585117454866836e+00
2.925851703406813220e-01 8.645020567455259375e-01 9.012242708322435458e-01 1.217848402694415855e-01 2.168670915523542408e+00
2.945891783567133881e-01 8.558189611862784263e-01 8.947492854278482621e-01 1.301348736695751018e-01 2.148014945638194728e+00
2.965931863727454543e-01 8.472107274742441962e-01 8.883115700451028607e-01 1.384849070697088125e-01 2.127615853428663772e+00
2.985971943887775204e-01 8.386768169796584571e-01 8.819109635572711658e-01 1.468349404698423288e-01 2.107472292320537566e+00
3.006012024048095865e-01 8.302166941775724895e-01 8.755473053026783248e-01 1.551849738699759285e-01 2.087582923501444476e+00
3.026052104208416527e-01 8.218298266344153946e-01 8.692204350840405658e-01 1.635350072701095558e-01 2.067946415887456535e+00
3.046092184368737188e-01 8.135156849945887059e-01 8.629301931677924031e-01 1.718850406702431555e-01 2.048561446089577576e+00
3.066132264529057849e-01 8.052737429670999703e-01 8.566764202834126207e-01 1.802350740703767551e-01 2.029426698380327299e+00
3.086172344689378511e-01 7.971034773122406270e-01 8.504589576227551406e-01 1.885851074705103825e-01 2.010540864660434135e+00
3.106212424849699172e-01 7.890043678282968598e-01 8.442776468393752287e-01 1.969351408706439821e-01 1.991902644425612934e+00
3.126252505010019833e-01 7.809758973383008618e-01 8.381323300478572547e-01 2.052851742707775817e-01 1.973510744733444344e+00
3.146292585170340494e-01 7.730175516768224009e-01 8.320228498231436731e-01 2.136352076709112091e-01 1.955363880170353008e+00
3.166332665330661156e-01 7.651288196767946914e-01 8.259490491998606743e-01 2.219852410710448087e-01 1.937460772818672128e+00
3.186372745490981817e-01 7.573091931563848966e-01 8.199107716716488303e-01 2.303352744711784084e-01 1.919800152223819278e+00
3.206412825651302478e-01 7.495581669058972718e-01 8.139078611904891902e-01 2.386853078713120357e-01 1.902380755361555043e+00
3.226452905811623140e-01 7.418752386747183847e-01 8.079401621660322608e-01 2.470353412714456354e-01 1.885201326605346228e+00
3.246492985971943801e-01 7.342599091582968640e-01 8.020075194649237682e-01 2.553853746715792350e-01 1.868260617693814130e+00
3.266533066132264462e-01 7.267116819851670018e-01 7.961097784101351937e-01 2.637354080717128624e-01 1.851557387698294255e+00
3.286573146292585124e-01 7.192300637040048850e-01 7.902467847802904233e-01 2.720854414718464898e-01 1.835090402990477321e+00
3.306613226452905785e-01 7.118145637707268270e-01 7.844183848089936184e-01 2.804354748719800616e-01 1.818858437210153944e+00
3.326653306613226446e-01 7.044646945356211054e-01 7.786244251841561992e-01 2.887855082721136890e-01 1.802860271233044820e+00
3.346693386773546552e-01 6.971799712305244423e-01 7.728647530473264915e-01 2.971355416722470943e-01 1.787094693138741253e+00
3.366733466933867214e-01 6.899599119560303473e-01 7.671392159930169319e-01 3.054855750723807217e-01 1.771560498178727849e+00
3.386773547094187875e-01 6.828040376687389834e-01 7.614476620680316055e-01 3.138356084725143491e-01 1.756256488744504463e+00
3.406813627254508536e-01 6.757118721685408946e-01 7.557899397707932287e-01 3.221856418726479210e-01 1.741181474335797619e+00
3.426853707414829198e-01 6.686829420859451423e-01 7.501658980506733521e-01 3.305356752727815484e-01 1.726334271528880082e+00
3.446893787575149859e-01 6.617167768694388608e-01 7.445753863073185652e-01 3.388857086729151757e-01 1.711713703944969467e+00
3.466933867735470520e-01 6.548129087728875586e-01 7.390182543899789236e-01 3.472357420730487476e-01 1.697318602218729655e+00
3.486973947895791182e-01 6.479708728429706133e-01 7.334943525968344868e-01 3.555857754731823750e-01 1.683147803966859035e+00
3.507014028056111843e-01 6.411902069066593990e-01 7.280035316743257434e-01 3.639358088733160024e-01 1.669200153756786209e+00
3.527054108216432504e-01 6.344704515587268334e-01 7.225456428164794831e-01 3.722858422734495742e-01 1.655474503075443415e+00
3.547094188376753165e-01 6.278111501492990021e-01 7.171205376642377782e-01 3.806358756735832016e-01 1.641969710298145424e+00
3.567134268537073827e-01 6.212118487714394233e-01 7.117280683047839673e-01 3.889859090737168290e-01 1.628684640657551697e+00
3.587174348697394488e-01 6.146720962487770556e-01 7.063680872708733016e-01 3.973359424738504009e-01 1.615618166212734463e+00
3.607214428857715149e-01 6.081914441231662805e-01 7.010404475401589286e-01 4.056859758739840283e-01 1.602769165818329400e+00
3.627254509018035811e-01 6.017694466423855193e-01 6.957450025345202071e-01 4.140360092741176556e-01 1.590136525093782671e+00
3.647294589178356472e-01 5.954056607478745988e-01 6.904816061193911336e-01 4.223860426742512275e-01 1.577719136392693899e+00
3.667334669338677133e-01 5.890996460625060882e-01 6.852501126030863254e-01 4.307360760743848549e-01 1.565515898772244618e+00
3.687374749498997795e-01 5.828509648783979369e-01 6.800503767361316676e-01 4.390861094745184823e-01 1.553525717962729535e+00
3.707414829659318456e-01 5.766591821447593080e-01 6.748822537105902963e-01 4.474361428746520541e-01 1.541747506337171725e+00
3.727454909819639117e-01 5.705238654557757139e-01 6.697455991593912472e-01 4.557861762747856815e-01 1.530180182881034634e+00
3.747494989979959779e-01 5.644445850385282348e-01 6.646402691556561049e-01 4.641362096749193089e-01 1.518822673162021131e+00
3.767535070140280440e-01 5.584209137409542612e-01 6.595661202120286504e-01 4.724862430750528808e-01 1.507673909299974913e+00
3.787575150300601101e-01 5.524524270198404308e-01 6.545230092800019550e-01 4.808362764751865082e-01 1.496732829936862297e+00
3.807615230460921762e-01 5.465387029288549803e-01 6.495107937492461403e-01 4.891863098753201355e-01 1.485998380206854153e+00
3.827655310621242424e-01 5.406793221066139576e-01 6.445293314469353607e-01 4.975363432754537074e-01 1.475469511706490211e+00
3.847695390781562530e-01 5.348738677647889572e-01 6.395784806370777842e-01 5.058863766755871128e-01 1.465145182464949736e+00
3.867735470941883191e-01 5.291219256762466072e-01 6.346581000198421307e-01 5.142364100757206291e-01 1.455024356914399242e+00
3.887775551102203853e-01 5.234230841632255826e-01 6.297680487308846553e-01 5.225864434758542565e-01 1.445106005860435472e+00
3.907815631262524514e-01 5.177769340855525870e-01 6.249081863406793502e-01 5.309364768759878839e-01 1.435389106452625185e+00
3.927855711422845175e-01 5.121830688288923072e-01 6.200783728538440398e-01 5.392865102761215113e-01 1.425872642155129766e+00
3.947895791583165837e-01 5.066410842930342273e-01 6.152784687084689175e-01 5.476365436762551386e-01 1.416555602717423312e+00
3.967935871743486498e-01 5.011505788802145256e-01 6.105083347754434175e-01 5.559865770763887660e-01 1.407436984145096215e+00
3.987975951903807159e-01 4.957111534834779398e-01 6.057678323577860846e-01 5.643366104765222824e-01 1.398515788670759985e+00
4.008016032064127820e-01 4.903224114750716622e-01 6.010568231899705571e-01 5.726866438766559098e-01 1.389791024725033353e+00
4.028056112224448482e-01 4.849839586948774262e-01 5.963751694372544376e-01 5.810366772767895371e-01 1.381261706907619846e+00
4.048096192384769143e-01 4.796954034388794530e-01 5.917227336950071637e-01 5.893867106769231645e-01 1.372926855958480408e+00
4.068136272545089804e-01 4.744563564476665385e-01 5.870993789880366576e-01 5.977367440770567919e-01 1.364785498729087054e+00
4.088176352705410466e-01 4.692664308949741625e-01 5.825049687699189738e-01 6.060867774771904193e-01 1.356836668153778458e+00
4.108216432865731127e-01 4.641252423762587953e-01 5.779393669223255037e-01 6.144368108773239356e-01 1.349079403221195461e+00
4.128256513026051788e-01 4.590324088973077865e-01 5.734024377543496254e-01 6.227868442774575630e-01 1.341512748945806743e+00
4.148296593186372450e-01 4.539875508628890555e-01 5.688940460018365730e-01 6.311368776775911904e-01 1.334135756339532186e+00
4.168336673346693111e-01 4.489902910654319790e-01 5.644140568267101976e-01 6.394869110777248178e-01 1.326947482383445065e+00
4.188376753507013772e-01 4.440402546737464706e-01 5.599623358163008380e-01 6.478369444778584452e-01 1.319946989999570386e+00
4.208416833667334433e-01 4.391370692217768656e-01 5.555387489826734138e-01 6.561869778779920725e-01 1.313133348022768709e+00
4.228456913827655095e-01 4.342803645973917770e-01 5.511431627619557405e-01 6.645370112781255889e-01 1.306505631172711457e+00
4.248496993987975756e-01 4.294697730312076467e-01 5.467754440136646243e-01 6.728870446782592163e-01 1.300062920025940150e+00
4.268537074148296417e-01 4.247049290854515435e-01 5.424354600200362864e-01 6.812370780783928437e-01 1.293804300988022238e+00
4.288577154308617079e-01 4.199854696428557133e-01 5.381230784853529014e-01 6.895871114785264711e-01 1.287728866265788197e+00
4.308617234468937740e-01 4.153110338955876557e-01 5.338381675352693589e-01 6.979371448786600984e-01 1.281835713839657220e+00
4.328657314629258401e-01 4.106812633342186158e-01 5.295805957161433541e-01 7.062871782787937258e-01 1.276123947436057060e+00
4.348697394789579063e-01 4.060958017367238826e-01 5.253502319943622600e-01 7.146372116789272422e-01 1.270592676499925799e+00
4.368737474949899169e-01 4.015542951575200581e-01 5.211469457556707763e-01 7.229872450790607585e-01 1.265241016167305332e+00
4.388777555110219830e-01 3.970563919165355227e-01 5.169706068044982450e-01 7.313372784791942749e-01 1.260068087238016332e+00
4.408817635270540491e-01 3.926017425883193135e-01 5.128210853632881872e-01 7.396873118793279023e-01 1.255073016148431586e+00
4.428857715430861153e-01 3.881899999911820331e-01 5.086982520718253964e-01 7.480373452794614186e-01 1.250254934944327267e+00
4.448897795591181814e-01 3.838208191763713417e-01 5.046019779865624777e-01 7.563873786795951570e-01 1.245612981253823026e+00
4.468937875751502475e-01 3.794938574172858070e-01 5.005321345799498278e-01 7.647374120797286734e-01 1.241146298260415115e+00
4.488977955911823137e-01 3.752087741987197300e-01 4.964885937397625071e-01 7.730874454798624118e-01 1.236854034676089231e+00
4.509018036072143798e-01 3.709652312061447743e-01 4.924712277684280548e-01 7.814374788799959282e-01 1.232735344714524173e+00
4.529058116232464459e-01 3.667628923150258458e-01 4.884799093823544713e-01 7.897875122801295555e-01 1.228789388064382759e+00
4.549098196392785121e-01 3.626014235801717223e-01 4.845145117112583666e-01 7.981375456802630719e-01 1.225015329862686464e+00
4.569138276553105782e-01 3.584804932251188236e-01 4.805749082974918318e-01 8.064875790803968103e-01 1.221412340668277086e+00
4.589178356713426443e-01 3.543997716315530067e-01 4.766609730953716983e-01 8.148376124805303267e-01 1.217979596435368128e+00
4.609218436873747105e-01 3.503589313287618912e-01 4.727725804705067980e-01 8.231876458806640651e-01 1.214716278487179668e+00
4.629258517034067766e-01 3.463576469831243232e-01 4.689096051991257785e-01 8.315376792807975814e-01 1.211621573489658266e+00
