x p rho u E
4.649298597194388427e-01 3.423955953876318126e-01 4.650719224674043084e-01 8.398877126809312088e-01 1.208694673425283028e+00
4.669338677354709088e-01 3.384724554514474404e-01 4.612594078707944467e-01 8.482377460810647252e-01 1.205934775566961159e+00
4.689378757515029750e-01 3.345879081894959639e-01 4.574719374133514038e-01 8.565877794811984636e-01 1.203341082452005217e+00
4.709418837675350411e-01 3.307416367120902256e-01 4.537093875070620785e-01 8.649378128813319799e-01 1.200912801856196754e+00
4.729458917835671072e-01 3.269333262145893149e-01 4.499716349711715968e-01 8.732878462814657183e-01 1.198649146767933882e+00
4.749498997995991734e-01 3.231626639670942547e-01 4.462585570315130701e-01 8.816378796815992347e-01 1.196549335362468769e+00
4.769539078156312395e-01 3.194293393041744977e-01 4.425700313198342450e-01 8.899879130817328621e-01 1.194612590976225519e+00
4.789579158316633056e-01 3.157330436146305042e-01 4.389059358731260407e-01 8.983379464818663784e-01 1.192838142081204644e+00
4.809619238476953718e-01 3.120734703312877945e-01 4.352661491329490873e-01 9.066879798820001168e-01 1.191225222259470806e+00
4.829659318637274379e-01 3.084503149208284722e-01 4.316505499447634842e-01 9.150380132821336332e-01 1.189773070177728487e+00
4.849699398797595040e-01 3.048632748736533893e-01 4.280590175572555056e-01 9.233880466822673716e-01 1.188480929561980259e+00
4.869739478957915702e-01 3.031301780506470700e-01 4.263194281784954409e-01 9.274526200489505712e-01 1.187909626344449521e+00
4.889779559118235808e-01 3.031301780506470700e-01 4.263194281784954409e-01 9.274526200489505712e-01 1.187909626344449521e+00
4.909819639278556469e-01 3.031301780506470700e-01 4.263194281784954409e-01 9.274526200489505712e-01 1.187909626344449521e+00
4.929859719438877130e-01 3.031301780506470700e-01 4.263194281784954409e-01 9.274526200489505712e-01 1.187909626344449521e+00
4.949899799599197792e-01 3.031301780506470700e-01 4.263194281784954409e-01 9.274526200489505712e-01 1.187909626344449521e+00
4.969939879759518453e-01 3.031301780506470700e-01 4.263194281784954409e-01 9.274526200489505712e-01 1.187909626344449521e+00
4.989979959919839114e-01 3.031301780506470700e-01 4.263194281784954409e-01 9.274526200489505712e-01 1.187909626344449521e+00
5.010020040080159776e-01 3.031301780506470700e-01 4.263194281784954409e-01 9.274526200489505712e-01 1.187909626344449521e+00
5.030060120240480437e-01 3.031301780506470700e-01 4.263194281784954409e-01 9.274526200489505712e-01 1.187909626344449521e+00
5.050100200400801098e-01 3.031301780506470700e-01 4.263194281784954409e-01 9.274526200489505712e-01 1.187909626344449521e+00
5.070140280561121759e-01 3.031301780506470700e-01 4.263194281784954409e-01 9.274526200489505712e-01 1.187909626344449521e+00
5.090180360721442421e-01 3.031301780506470700e-01 4.263194281784954409e-01 9.274526200489505712e-01 1.187909626344449521e+00
5.110220440881763082e-01 3.031301780506470700e-01 4.263194281784954409e-01 9.274526200489505712e-01 1.187909626344449521e+00
5.130260521042083743e-01 3.031301780506470700e-01 4.263194281784954409e-01 9.274526200489505712e-01 1.187909626344449521e+00
5.150300601202404405e-01 3.031301780506470700e-01 4.263194281784954409e-01 9.274526200489505712e-01 1.187909626344449521e+00
5.170340681362725066e-01 3.031301780506470700e-01 4.263194281784954409e-01 9.274526200489505712e-01 1.187909626344449521e+00
5.190380761523045727e-01 3.031301780506470700e-01 4.263194281784954409e-01 9.274526200489505712e-01 1.187909626344449521e+00
5.210420841683366389e-01 3.031301780506470700e-01 4.263194281784954409e-01 9.274526200489505712e-01 1.187909626344449521e+00
5.230460921843687050e-01 3.031301780506470700e-01 4.263194281784954409e-01 9.274526200489505712e-01 1.187909626344449521e+00
5.250501002004007711e-01 3.031301780506470700e-01 4.263194281784954409e-01 9.274526200489505712e-01 1.187909626344449521e+00
5.270541082164328373e-01 3.031301780506470700e-01 4.263194281784954409e-01 9.274526200489505712e-01 1.187909626344449521e+00
5.290581162324649034e-01 3.031301780506470700e-01 4.263194281784954409e-01 9.274526200489505712e-01 1.187909626344449521e+00
5.310621242484969695e-01 3.031301780506470700e-01 4.263194281784954409e-01 9.274526200489505712e-01 1.187909626344449521e+00
5.330661322645290356e-01 3.031301780506470700e-01 4.263194281784954409e-01 9.274526200489505712e-01 1.187909626344449521e+00
5.350701402805611018e-01 3.031301780506470700e-01 4.263194281784954409e-01 9.274526200489505712e-01 1.187909626344449521e+00
5.370741482965931679e-01 3.031301780506470700e-01 4.263194281784954409e-01 9.274526200489505712e-01 1.187909626344449521e+00
5.390781563126252340e-01 3.031301780506470700e-01 4.263194281784954409e-01 9.274526200489505712e-01 1.187909626344449521e+00
5.410821643286573002e-01 3.031301780506470700e-01 4.263194281784954409e-01 9.274526200489505712e-01 1.187909626344449521e+00
5.430861723446893663e-01 3.031301780506470700e-01 4.263194281784954409e-01 9.274526200489505712e-01 1.187909626344449521e+00
5.450901803607214324e-01 3.031301780506470700e-01 4.263194281784954409e-01 9.274526200489505712e-01 1.187909626344449521e+00
5.470941883767534986e-01 3.031301780506470700e-01 4.263194281784954409e-01 9.274526200489505712e-01 1.187909626344449521e+00
5.490981963927855647e-01 3.031301780506470700e-01 4.263194281784954409e-01 9.274526200489505712e-01 1.187909626344449521e+00
5.511022044088176308e-01 3.031301780506470700e-01 4.263194281784954409e-01 9.274526200489505712e-01 1.187909626344449521e+00
5.531062124248496970e-01 3.031301780506470700e-01 4.263194281784954409e-01 9.274526200489505712e-01 1.187909626344449521e+00
5.551102204408817631e-01 3.031301780506470700e-01 4.263194281784954409e-01 9.274526200489505712e-01 1.187909626344449521e+00
5.571142284569138292e-01 3.031301780506470700e-01 4.263194281784954409e-01 9.274526200489505712e-01 1.187909626344449521e+00
5.591182364729458953e-01 3.031301780506470700e-01 4.263194281784954409e-01 9.274526200489505712e-01 1.187909626344449521e+00
5.611222444889779615e-01 3.031301780506470700e-01 4.263194281784954409e-01 9.274526200489505712e-01 1.187909626344449521e+00
5.631262525050100276e-01 3.031301780506470700e-01 4.263194281784954409e-01 9.274526200489505712e-01 1.187909626344449521e+00
5.651302605210419827e-01 3.031301780506470700e-01 4.263194281784954409e-01 9.274526200489505712e-01 1.187909626344449521e+00
5.671342685370740488e-01 3.031301780506470700e-01 4.263194281784954409e-01 9.274526200489505712e-01 1.187909626344449521e+00
5.691382765531061150e-01 3.031301780506470700e-01 4.263194281784954409e-01 9.274526200489505712e-01 1.187909626344449521e+00
5.711422845691381811e-01 3.031301780506470700e-01 4.263194281784954409e-01 9.274526200489505712e-01 1.187909626344449521e+00
5.731462925851702472e-01 3.031301780506470700e-01 4.263194281784954409e-01 9.274526200489505712e-01 1.187909626344449521e+00
5.751503006012023134e-01 3.031301780506470700e-01 4.263194281784954409e-01 9.274526200489505712e-01 1.187909626344449521e+00
5.771543086172343795e-01 3.031301780506470700e-01 4.263194281784954409e-01 9.274526200489505712e-01 1.187909626344449521e+00
5.791583166332664456e-01 3.031301780506470700e-01 4.263194281784954409e-01 9.274526200489505712e-01 1.187909626344449521e+00
5.811623246492985118e-01 3.031301780506470700e-01 4.263194281784954409e-01 9.274526200489505712e-01 1.187909626344449521e+00
5.831663326653305779e-01 3.031301780506470700e-01 4.263194281784954409e-01 9.274526200489505712e-01 1.187909626344449521e+00
5.851703406813626440e-01 3.031301780506470700e-01 4.263194281784954409e-01 9.274526200489505712e-01 1.187909626344449521e+00
5.871743486973947102e-01 3.031301780506470700e-01 4.263194281784954409e-01 9.274526200489505712e-01 1.187909626344449521e+00
5.891783567134267763e-01 3.031301780506470700e-01 4.263194281784954409e-01 9.274526200489505712e-01 1.187909626344449521e+00
5.911823647294588424e-01 3.031301780506470700e-01 4.263194281784954409e-01 9.274526200489505712e-01 1.187909626344449521e+00
5.931863727454909085e-01 3.031301780506470700e-01 4.263194281784954409e-01 9.274526200489505712e-01 1.187909626344449521e+00
5.951903807615229747e-01 3.031301780506470700e-01 4.263194281784954409e-01 9.274526200489505712e-01 1.187909626344449521e+00
5.971943887775550408e-01 3.031301780506470700e-01 4.263194281784954409e-01 9.274526200489505712e-01 1.187909626344449521e+00
5.991983967935871069e-01 3.031301780506470700e-01 4.263194281784954409e-01 9.274526200489505712e-01 1.187909626344449521e+00
6.012024048096191731e-01 3.031301780506470700e-01 4.263194281784954409e-01 9.274526200489505712e-01 1.187909626344449521e+00
6.032064128256512392e-01 3.031301780506470700e-01 4.263194281784954409e-01 9.274526200489505712e-01 1.187909626344449521e+00
6.052104208416833053e-01 3.031301780506470700e-01 4.263194281784954409e-01 9.274526200489505712e-01 1.187909626344449521e+00
6.072144288577153715e-01 3.031301780506470700e-01 4.263194281784954409e-01 9.274526200489505712e-01 1.187909626344449521e+00
6.092184368737474376e-01 3.031301780506470700e-01 4.263194281784954409e-01 9.274526200489505712e-01 1.187909626344449521e+00
6.112224448897795037e-01 3.031301780506470700e-01 4.263194281784954409e-01 9.274526200489505712e-01 1.187909626344449521e+00
6.132264529058115698e-01 3.031301780506470700e-01 4.263194281784954409e-01 9.274526200489505712e-01 1.187909626344449521e+00
6.152304609218436360e-01 3.031301780506470700e-01 4.263194281784954409e-01 9.274526200489505712e-01 1.187909626344449521e+00
6.172344689378757021e-01 3.031301780506470700e-01 4.263194281784954409e-01 9.274526200489505712e-01 1.187909626344449521e+00
6.192384769539077682e-01 3.031301780506470700e-01 4.263194281784954409e-01 9.274526200489505712e-01 1.187909626344449521e+00
6.212424849699398344e-01 3.031301780506470700e-01 4.263194281784954409e-01 9.274526200489505712e-01 1.187909626344449521e+00
6.232464929859719005e-01 3.031301780506470700e-01 4.263194281784954409e-01 9.274526200489505712e-01 1.187909626344449521e+00
6.252505010020039666e-01 3.031301780506470700e-01 4.263194281784954409e-01 9.274526200489505712e-01 1.187909626344449521e+00
6.272545090180360328e-01 3.031301780506470700e-01 4.263194281784954409e-01 9.274526200489505712e-01 1.187909626344449521e+00
6.292585170340680989e-01 3.031301780506470700e-01 4.263194281784954409e-01 9.274526200489505712e-01 1.187909626344449521e+00
6.312625250501001650e-01 3.031301780506470700e-01 4.263194281784954409e-01 9.274526200489505712e-01 1.187909626344449521e+00
6.332665330661322312e-01 3.031301780506470700e-01 4.263194281784954409e-01 9.274526200489505712e-01 1.187909626344449521e+00
6.352705410821642973e-01 3.031301780506470700e-01 4.263194281784954409e-01 9.274526200489505712e-01 1.187909626344449521e+00
6.372745490981963634e-01 3.031301780506470700e-01 4.263194281784954409e-01 9.274526200489505712e-01 1.187909626344449521e+00
6.392785571142284295e-01 3.031301780506470700e-01 4.263194281784954409e-01 9.274526200489505712e-01 1.187909626344449521e+00
6.412825651302604957e-01 3.031301780506470700e-01 4.263194281784954409e-01 9.274526200489505712e-01 1.187909626344449521e+00
6.432865731462925618e-01 3.031301780506470700e-01 4.263194281784954409e-01 9.274526200489505712e-01 1.187909626344449521e+00
6.452905811623246279e-01 3.031301780506470700e-01 4.263194281784954409e-01 9.274526200489505712e-01 1.187909626344449521e+00
6.472945891783566941e-01 3.031301780506470700e-01 4.263194281784954409e-01 9.274526200489505712e-01 1.187909626344449521e+00
6.492985971943887602e-01 3.031301780506470700e-01 4.263194281784954409e-01 9.274526200489505712e-01 1.187909626344449521e+00
6.513026052104208263e-01 3.031301780506470700e-01 4.263194281784954409e-01 9.274526200489505712e-01 1.187909626344449521e+00
6.533066132264528925e-01 3.031301780506470700e-01 4.263194281784954409e-01 9.274526200489505712e-01 1.187909626344449521e+00
6.553106212424849586e-01 3.031301780506470700e-01 4.263194281784954409e-01 9.274526200489505712e-01 1.187909626344449521e+00
6.573146292585170247e-01 3.031301780506470700e-01 4.263194281784954409e-01 9.274526200489505712e-01 1.187909626344449521e+00
6.593186372745490909e-01 3.031301780506470700e-01 4.263194281784954409e-01 9.274526200489505712e-01 1.187909626344449521e+00
6.613226452905811570e-01 3.031301780506470700e-01 4.263194281784954409e-01 9.274526200489505712e-01 1.187909626344449521e+00
6.633266533066132231e-01 3.031301780506470700e-01 4.263194281784954409e-01 9.274526200489505712e-01 1.187909626344449521e+00
6.653306613226452892e-01 3.031301780506470700e-01 4.263194281784954409e-01 9.274526200489505712e-01 1.187909626344449521e+00
6.673346693386772444e-01 3.031301780506470700e-01 4.263194281784954409e-01 9.274526200489505712e-01 1.187909626344449521e+00
6.693386773547093105e-01 3.031301780506470700e-01 4.263194281784954409e-01 9.274526200489505712e-01 1.187909626344449521e+00
6.713426853707413766e-01 3.031301780506470700e-01 4.263194281784954409e-01 9.274526200489505712e-01 1.187909626344449521e+00
6.733466933867734427e-01 3.031301780506470700e-01 4.263194281784954409e-01 9.274526200489505712e-01 1.187909626344449521e+00
6.753507014028055089e-01 3.031301780506470700e-01 4.263194281784954409e-01 9.274526200489505712e-01 1.187909626344449521e+00
6.773547094188375750e-01 3.031301780506470700e-01 4.263194281784954409e-01 9.274526200489505712e-01 1.187909626344449521e+00
6.793587174348696411e-01 3.031301780506470700e-01 4.263194281784954409e-01 9.274526200489505712e-01 1.187909626344449521e+00
6.813627254509017073e-01 3.031301780506470700e-01 4.263194281784954409e-01 9.274526200489505712e-01 1.187909626344449521e+00
6.833667334669337734e-01 3.031301780506470700e-01 4.263194281784954409e-01 9.274526200489505712e-01 1.187909626344449521e+00
6.853707414829658395e-01 3.031301780506470700e-01 4.263194281784954409e-01 9.274526200489505712e-01 1.187909626344449521e+00
6.873747494989979057e-01 3.031301780506470700e-01 2.655737117053072471e-01 9.274526200489505712e-01 1.187909626344449521e+00
6.893787575150299718e-01 3.031301780506470700e-01 2.655737117053072471e-01 9.274526200489505712e-01 1.187909626344449521e+00
6.913827655310620379e-01 3.031301780506470700e-01 2.655737117053072471e-01 9.274526200489505712e-01 1.187909626344449521e+00
6.933867735470941041e-01 3.031301780506470700e-01 2.655737117053072471e-01 9.274526200489505712e-01 1.187909626344449521e+00
6.953907815631261702e-01 3.031301780506470700e-01 2.655737117053072471e-01 9.274526200489505712e-01 1.187909626344449521e+00
6.973947895791582363e-01 3.031301780506470700e-01 2.655737117053072471e-01 9.274526200489505712e-01 1.187909626344449521e+00
6.993987975951903024e-01 3.031301780506470700e-01 2.655737117053072471e-01 9.274526200489505712e-01 1.187909626344449521e+00
7.014028056112223686e-01 3.031301780506470700e-01 2.655737117053072471e-01 9.274526200489505712e-01 1.187909626344449521e+00
7.034068136272544347e-01 3.031301780506470700e-01 2.655737117053072471e-01 9.274526200489505712e-01 1.187909626344449521e+00
7.054108216432865008e-01 3.031301780506470700e-01 2.655737117053072471e-01 9.274526200489505712e-01 1.187909626344449521e+00
7.074148296593185670e-01 3.031301780506470700e-01 2.655737117053072471e-01 9.274526200489505712e-01 1.187909626344449521e+00
7.094188376753506331e-01 3.031301780506470700e-01 2.655737117053072471e-01 9.274526200489505712e-01 1.187909626344449521e+00
7.114228456913826992e-01 3.031301780506470700e-01 2.655737117053072471e-01 9.274526200489505712e-01 1.187909626344449521e+00
7.134268537074147654e-01 3.031301780506470700e-01 2.655737117053072471e-01 9.274526200489505712e-01 1.187909626344449521e+00
7.154308617234468315e-01 3.031301780506470700e-01 2.655737117053072471e-01 9.274526200489505712e-01 1.187909626344449521e+00
7.174348697394788976e-01 3.031301780506470700e-01 2.655737117053072471e-01 9.274526200489505712e-01 1.187909626344449521e+00
7.194388777555109638e-01 3.031301780506470700e-01 2.655737117053072471e-01 9.274526200489505712e-01 1.187909626344449521e+00
7.214428857715430299e-01 3.031301780506470700e-01 2.655737117053072471e-01 9.274526200489505712e-01 1.187909626344449521e+00
7.234468937875750960e-01 3.031301780506470700e-01 2.655737117053072471e-01 9.274526200489505712e-01 1.187909626344449521e+00
7.254509018036071621e-01 3.031301780506470700e-01 2.655737117053072471e-01 9.274526200489505712e-01 1.187909626344449521e+00
7.274549098196392283e-01 3.031301780506470700e-01 2.655737117053072471e-01 9.274526200489505712e-01 1.187909626344449521e+00
7.294589178356712944e-01 3.031301780506470700e-01 2.655737117053072471e-01 9.274526200489505712e-01 1.187909626344449521e+00
7.314629258517033605e-01 3.031301780506470700e-01 2.655737117053072471e-01 9.274526200489505712e-01 1.187909626344449521e+00
7.334669338677354267e-01 3.031301780506470700e-01 2.655737117053072471e-01 9.274526200489505712e-01 1.187909626344449521e+00
7.354709418837674928e-01 3.031301780506470700e-01 2.655737117053072471e-01 9.274526200489505712e-01 1.187909626344449521e+00
7.374749498997995589e-01 3.031301780506470700e-01 2.655737117053072471e-01 9.274526200489505712e-01 1.187909626344449521e+00
7.394789579158316251e-01 3.031301780506470700e-01 2.655737117053072471e-01 9.274526200489505712e-01 1.187909626344449521e+00
7.414829659318636912e-01 3.031301780506470700e-01 2.655737117053072471e-01 9.274526200489505712e-01 1.187909626344449521e+00
7.434869739478957573e-01 3.031301780506470700e-01 2.655737117053072471e-01 9.274526200489505712e-01 1.187909626344449521e+00
7.454909819639278235e-01 3.031301780506470700e-01 2.655737117053072471e-01 9.274526200489505712e-01 1.187909626344449521e+00
7.474949899799598896e-01 3.031301780506470700e-01 2.655737117053072471e-01 9.274526200489505712e-01 1.187909626344449521e+00
7.494989979959919557e-01 3.031301780506470700e-01 2.655737117053072471e-01 9.274526200489505712e-01 1.187909626344449521e+00
7.515030060120240218e-01 3.031301780506470700e-01 2.655737117053072471e-01 9.274526200489505712e-01 1.187909626344449521e+00
7.535070140280560880e-01 3.031301780506470700e-01 2.655737117053072471e-01 9.274526200489505712e-01 1.187909626344449521e+00
7.555110220440881541e-01 3.031301780506470700e-01 2.655737117053072471e-01 9.274526200489505712e-01 1.187909626344449521e+00
7.575150300601202202e-01 3.031301780506470700e-01 2.655737117053072471e-01 9.274526200489505712e-01 1.187909626344449521e+00
7.595190380761522864e-01 3.031301780506470700e-01 2.655737117053072471e-01 9.274526200489505712e-01 1.187909626344449521e+00
7.615230460921843525e-01 3.031301780506470700e-01 2.655737117053072471e-01 9.274526200489505712e-01 1.187909626344449521e+00
7.635270541082164186e-01 3.031301780506470700e-01 2.655737117053072471e-01 9.274526200489505712e-01 1.187909626344449521e+00
7.655310621242484848e-01 3.031301780506470700e-01 2.655737117053072471e-01 9.274526200489505712e-01 1.187909626344449521e+00
7.675350701402805509e-01 3.031301780506470700e-01 2.655737117053072471e-01 9.274526200489505712e-01 1.187909626344449521e+00
7.695390781563125060e-01 3.031301780506470700e-01 2.655737117053072471e-01 9.274526200489505712e-01 1.187909626344449521e+00
7.715430861723445721e-01 3.031301780506470700e-01 2.655737117053072471e-01 9.274526200489505712e-01 1.187909626344449521e+00
7.735470941883766383e-01 3.031301780506470700e-01 2.655737117053072471e-01 9.274526200489505712e-01 1.187909626344449521e+00
7.755511022044087044e-01 3.031301780506470700e-01 2.655737117053072471e-01 9.274526200489505712e-01 1.187909626344449521e+00
7.775551102204407705e-01 3.031301780506470700e-01 2.655737117053072471e-01 9.274526200489505712e-01 1.187909626344449521e+00
7.795591182364728366e-01 3.031301780506470700e-01 2.655737117053072471e-01 9.274526200489505712e-01 1.187909626344449521e+00
7.815631262525049028e-01 3.031301780506470700e-01 2.655737117053072471e-01 9.274526200489505712e-01 1.187909626344449521e+00
7.835671342685369689e-01 3.031301780506470700e-01 2.655737117053072471e-01 9.274526200489505712e-01 1.187909626344449521e+00
7.855711422845690350e-01 3.031301780506470700e-01 2.655737117053072471e-01 9.274526200489505712e-01 1.187909626344449521e+00
7.875751503006011012e-01 3.031301780506470700e-01 2.655737117053072471e-01 9.274526200489505712e-01 1.187909626344449521e+00
7.895791583166331673e-01 3.031301780506470700e-01 2.655737117053072471e-01 9.274526200489505712e-01 1.187909626344449521e+00
7.915831663326652334e-01 3.031301780506470700e-01 2.655737117053072471e-01 9.274526200489505712e-01 1.187909626344449521e+00
7.935871743486972996e-01 3.031301780506470700e-01 2.655737117053072471e-01 9.274526200489505712e-01 1.187909626344449521e+00
7.955911823647293657e-01 3.031301780506470700e-01 2.655737117053072471e-01 9.274526200489505712e-01 1.187909626344449521e+00
7.975951903807614318e-01 3.031301780506470700e-01 2.655737117053072471e-01 9.274526200489505712e-01 1.187909626344449521e+00
7.995991983967934980e-01 3.031301780506470700e-01 2.655737117053072471e-01 9.274526200489505712e-01 1.187909626344449521e+00
8.016032064128255641e-01 3.031301780506470700e-01 2.655737117053072471e-01 9.274526200489505712e-01 1.187909626344449521e+00
8.036072144288576302e-01 3.031301780506470700e-01 2.655737117053072471e-01 9.274526200489505712e-01 1.187909626344449521e+00
8.056112224448896963e-01 3.031301780506470700e-01 2.655737117053072471e-01 9.274526200489505712e-01 1.187909626344449521e+00
8.076152304609217625e-01 3.031301780506470700e-01 2.655737117053072471e-01 9.274526200489505712e-01 1.187909626344449521e+00
8.096192384769538286e-01 3.031301780506470700e-01 2.655737117053072471e-01 9.274526200489505712e-01 1.187909626344449521e+00
8.116232464929858947e-01 3.031301780506470700e-01 2.655737117053072471e-01 9.274526200489505712e-01 1.187909626344449521e+00
8.136272545090179609e-01 3.031301780506470700e-01 2.655737117053072471e-01 9.274526200489505712e-01 1.187909626344449521e+00
8.156312625250500270e-01 3.031301780506470700e-01 2.655737117053072471e-01 9.274526200489505712e-01 1.187909626344449521e+00
8.176352705410820931e-01 3.031301780506470700e-01 2.655737117053072471e-01 9.274526200489505712e-01 1.187909626344449521e+00
8.196392785571141593e-01 3.031301780506470700e-01 2.655737117053072471e-01 9.274526200489505712e-01 1.187909626344449521e+00
8.216432865731462254e-01 3.031301780506470700e-01 2.655737117053072471e-01 9.274526200489505712e-01 1.187909626344449521e+00
8.236472945891782915e-01 3.031301780506470700e-01 2.655737117053072471e-01 9.274526200489505712e-01 1.187909626344449521e+00
8.256513026052103577e-01 3.031301780506470700e-01 2.655737117053072471e-01 9.274526200489505712e-01 1.187909626344449521e+00
8.276553106212424238e-01 3.031301780506470700e-01 2.655737117053072471e-01 9.274526200489505712e-01 1.187909626344449521e+00
8.296593186372744899e-01 3.031301780506470700e-01 2.655737117053072471e-01 9.274526200489505712e-01 1.187909626344449521e+00
8.316633266533065560e-01 3.031301780506470700e-01 2.655737117053072471e-01 9.274526200489505712e-01 1.187909626344449521e+00
8.336673346693386222e-01 3.031301780506470700e-01 2.655737117053072471e-01 9.274526200489505712e-01 1.187909626344449521e+00
8.356713426853706883e-01 3.031301780506470700e-01 2.655737117053072471e-01 9.274526200489505712e-01 1.187909626344449521e+00
8.376753507014027544e-01 3.031301780506470700e-01 2.655737117053072471e-01 9.274526200489505712e-01 1.187909626344449521e+00
8.396793587174348206e-01 3.031301780506470700e-01 2.655737117053072471e-01 9.274526200489505712e-01 1.187909626344449521e+00
8.416833667334668867e-01 3.031301780506470700e-01 2.655737117053072471e-01 9.274526200489505712e-01 1.187909626344449521e+00
8.436873747494989528e-01 3.031301780506470700e-01 2.655737117053072471e-01 9.274526200489505712e-01 1.187909626344449521e+00
8.456913827655310190e-01 3.031301780506470700e-01 2.655737117053072471e-01 9.274526200489505712e-01 1.187909626344449521e+00
8.476953907815630851e-01 3.031301780506470700e-01 2.655737117053072471e-01 9.274526200489505712e-01 1.187909626344449521e+00
8.496993987975951512e-01 3.031301780506470700e-01 2.655737117053072471e-01 9.274526200489505712e-01 1.187909626344449521e+00
8.517034068136272174e-01 1.000000000000000056e-01 1.250000000000000000e-01 0.000000000000000000e+00 2.500000000000000555e-01
8.537074148296592835e-01 1.000000000000000056e-01 1.250000000000000000e-01 0.000000000000000000e+00 2.500000000000000555e-01
8.557114228456913496e-01 1.000000000000000056e-01 1.250000000000000000e-01 0.000000000000000000e+00 2.500000000000000555e-01
8.577154308617234157e-01 1.000000000000000056e-01 1.250000000000000000e-01 0.000000000000000000e+00 2.500000000000000555e-01
8.597194388777554819e-01 1.000000000000000056e-01 1.250000000000000000e-01 0.000000000000000000e+00 2.500000000000000555e-01
8.617234468937875480e-01 1.000000000000000056e-01 1.250000000000000000e-01 0.000000000000000000e+00 2.500000000000000555e-01
8.637274549098196141e-01 1.000000000000000056e-01 1.250000000000000000e-01 0.000000000000000000e+00 2.500000000000000555e-01
8.657314629258516803e-01 1.000000000000000056e-01 1.250000000000000000e-01 0.000000000000000000e+00 2.500000000000000555e-01
8.677354709418837464e-01 1.000000000000000056e-01 1.250000000000000000e-01 0.000000000000000000e+00 2.500000000000000555e-01
8.697394789579158125e-01 1.000000000000000056e-01 1.250000000000000000e-01 0.000000000000000000e+00 2.500000000000000555e-01
8.717434869739478787e-01 1.000000000000000056e-01 1.250000000000000000e-01 0.000000000000000000e+00 2.500000000000000555e-01
8.737474949899798338e-01 1.000000000000000056e-01 1.250000000000000000e-01 0.000000000000000000e+00 2.500000000000000555e-01
8.757515030060118999e-01 1.000000000000000056e-01 1.250000000000000000e-01 0.000000000000000000e+00 2.500000000000000555e-01
8.777555110220439660e-01 1.000000000000000056e-01 1.250000000000000000e-01 0.000000000000000000e+00 2.500000000000000555e-01
8.797595190380760322e-01 1.000000000000000056e-01 1.250000000000000000e-01 0.000000000000000000e+00 2.500000000000000555e-01
8.817635270541080983e-01 1.000000000000000056e-01 1.250000000000000000e-01 0.000000000000000000e+00 2.500000000000000555e-01
8.837675350701401644e-01 1.000000000000000056e-01 1.250000000000000000e-01 0.000000000000000000e+00 2.500000000000000555e-01
8.857715430861722306e-01 1.000000000000000056e-01 1.250000000000000000e-01 0.000000000000000000e+00 2.500000000000000555e-01
8.877755511022042967e-01 1.000000000000000056e-01 1.250000000000000000e-01 0.000000000000000000e+00 2.500000000000000555e-01
8.897795591182363628e-01 1.000000000000000056e-01 1.250000000000000000e-01 0.000000000000000000e+00 2.500000000000000555e-01
8.917835671342684289e-01 1.000000000000000056e-01 1.250000000000000000e-01 0.000000000000000000e+00 2.500000000000000555e-01
8.937875751503004951e-01 1.000000000000000056e-01 1.250000000000000000e-01 0.000000000000000000e+00 2.500000000000000555e-01
8.957915831663325612e-01 1.000000000000000056e-01 1.250000000000000000e-01 0.000000000000000000e+00 2.500000000000000555e-01
8.977955911823646273e-01 1.000000000000000056e-01 1.250000000000000000e-01 0.000000000000000000e+00 2.500000000000000555e-01
8.997995991983966935e-01 1.000000000000000056e-01 1.250000000000000000e-01 0.000000000000000000e+00 2.500000000000000555e-01
9.018036072144287596e-01 1.000000000000000056e-01 1.250000000000000000e-01 0.000000000000000000e+00 2.500000000000000555e-01
9.038076152304608257e-01 1.000000000000000056e-01 1.250000000000000000e-01 0.000000000000000000e+00 2.500000000000000555e-01
9.058116232464928919e-01 1.000000000000000056e-01 1.250000000000000000e-01 0.000000000000000000e+00 2.500000000000000555e-01
9.078156312625249580e-01 1.000000000000000056e-01 1.250000000000000000e-01 0.000000000000000000e+00 2.500000000000000555e-01
9.098196392785570241e-01 1.000000000000000056e-01 1.250000000000000000e-01 0.000000000000000000e+00 2.500000000000000555e-01
9.118236472945890903e-01 1.000000000000000056e-01 1.250000000000000000e-01 0.000000000000000000e+00 2.500000000000000555e-01
9.138276553106211564e-01 1.000000000000000056e-01 1.250000000000000000e-01 0.000000000000000000e+00 2.500000000000000555e-01
9.158316633266532225e-01 1.000000000000000056e-01 1.250000000000000000e-01 0.000000000000000000e+00 2.500000000000000555e-01
9.178356713426852886e-01 1.000000000000000056e-01 1.250000000000000000e-01 0.000000000000000000e+00 2.500000000000000555e-01
9.198396793587173548e-01 1.000000000000000056e-01 1.250000000000000000e-01 0.000000000000000000e+00 2.500000000000000555e-01
9.218436873747494209e-01 1.000000000000000056e-01 1.250000000000000000e-01 0.000000000000000000e+00 2.500000000000000555e-01
9.238476953907814870e-01 1.000000000000000056e-01 1.250000000000000000e-01 0.000000000000000000e+00 2.500000000000000555e-01
9.258517034068135532e-01 1.000000000000000056e-01 1.250000000000000000e-01 0.000000000000000000e+00 2.500000000000000555e-01
9.278557114228456193e-01 1.000000000000000056e-01 1.250000000000000000e-01 0.000000000000000000e+00 2.500000000000000555e-01
9.298597194388776854e-01 1.000000000000000056e-01 1.250000000000000000e-01 0.000000000000000000e+00 2.500000000000000555e-01
